txn_id,sender,receiver,amount,timestamp,channel,fraud_label,fraud_type
TXN-0000054,ACC-00060,ACC-00240,15573.55,2025-10-06T05:04:34,RTGS,0,
TXN-0000055,ACC-00298,ACC-00297,11499.05,2025-11-30T06:13:48,UPI,0,
TXN-0000056,ACC-00455,ACC-00099,22131.21,2025-11-18T14:11:48,UPI,0,
TXN-0000057,ACC-00348,ACC-00195,535466.9,2025-11-21T10:36:47,UPI,0,
TXN-0000058,ACC-00027,ACC-00445,7642.68,2025-12-22T22:31:22,UPI,0,
TXN-0000059,ACC-00102,ACC-00175,207502.99,2025-11-09T17:29:09,ATM,0,
TXN-0000060,ACC-00457,ACC-00464,1756.07,2025-11-14T10:13:07,UPI,0,
TXN-0000061,ACC-00441,ACC-00366,19874.78,2025-10-18T12:15:42,IMPS,0,
TXN-0000062,ACC-00249,ACC-00170,48676.69,2025-12-01T06:24:46,ATM,0,
TXN-0000063,ACC-00160,ACC-00324,104318.1,2025-10-06T15:10:53,UPI,0,
TXN-0000064,ACC-00140,ACC-00107,130640.93,2025-12-13T21:42:32,IMPS,0,
TXN-0000065,ACC-00295,ACC-00391,151452.15,2025-10-16T09:10:50,NEFT,0,
TXN-0000066,ACC-00390,ACC-00399,19385.78,2025-10-09T13:09:04,UPI,0,
TXN-0000067,ACC-00222,ACC-00324,15800.02,2025-11-11T16:35:49,NEFT,0,
TXN-0000068,ACC-00494,ACC-00244,170136.54,2025-11-07T05:11:31,UPI,0,
TXN-0000069,ACC-00273,ACC-00102,25736.16,2025-12-10T22:33:32,UPI,0,
TXN-0000070,ACC-00007,ACC-00456,3654.68,2025-11-01T06:48:39,IMPS,0,
TXN-0000071,ACC-00271,ACC-00097,4722.45,2025-10-02T17:44:51,IMPS,0,
TXN-0000072,ACC-00320,ACC-00375,6939.51,2025-10-25T03:47:59,UPI,0,
TXN-0000073,ACC-00449,ACC-00176,88866.39,2025-10-31T07:13:39,UPI,0,
TXN-0000074,ACC-00196,ACC-00257,46927.84,2025-11-27T03:42:07,UPI,0,
TXN-0000075,ACC-00033,ACC-00421,125853.48,2025-10-05T10:31:53,UPI,0,
TXN-0000076,ACC-00148,ACC-00233,16830.45,2025-12-10T15:58:16,NEFT,0,
TXN-0000077,ACC-00268,ACC-00172,48308.92,2025-11-12T02:30:47,RTGS,0,
TXN-0000078,ACC-00068,ACC-00175,111978.56,2025-12-27T12:22:35,NEFT,0,
TXN-0000079,ACC-00384,ACC-00096,20809.74,2025-10-17T00:12:23,RTGS,0,
TXN-0000080,ACC-00470,ACC-00415,82635.56,2025-11-09T03:58:14,UPI,0,
TXN-0000081,ACC-00114,ACC-00372,11031.76,2025-10-13T17:43:53,UPI,0,
TXN-0000082,ACC-00011,ACC-00301,18892.17,2025-11-18T23:52:53,UPI,0,
TXN-0000083,ACC-00187,ACC-00364,18267.37,2025-12-03T03:52:08,IMPS,0,
TXN-0000084,ACC-00192,ACC-00448,4219.57,2025-12-02T04:03:22,UPI,0,
TXN-0000085,ACC-00273,ACC-00319,87251.54,2025-10-05T17:12:56,NEFT,0,
TXN-0000086,ACC-00024,ACC-00338,15600.77,2025-10-11T11:55:21,IMPS,0,
TXN-0000087,ACC-00010,ACC-00024,37141.47,2025-12-06T23:14:00,UPI,0,
TXN-0000088,ACC-00227,ACC-00194,86279.21,2025-10-12T23:59:50,NEFT,0,
TXN-0000089,ACC-00242,ACC-00359,81125.78,2025-10-15T20:48:43,UPI,0,
TXN-0000090,ACC-00351,ACC-00322,120293.9,2025-10-01T21:40:52,UPI,0,
TXN-0000091,ACC-00338,ACC-00051,30416.06,2025-12-04T07:41:49,NEFT,0,
TXN-0000092,ACC-00318,ACC-00310,16950.68,2025-12-08T00:48:38,UPI,0,
TXN-0000093,ACC-00425,ACC-00460,31461.1,2025-10-11T04:28:04,NEFT,0,
TXN-0000094,ACC-00316,ACC-00060,1742.02,2025-10-28T10:45:16,UPI,0,
TXN-0000095,ACC-00054,ACC-00254,2684.36,2025-10-20T06:52:48,NEFT,0,
TXN-0000096,ACC-00398,ACC-00134,3358.13,2025-12-20T17:31:57,NEFT,0,
TXN-0000097,ACC-00103,ACC-00183,6032.73,2025-12-08T07:07:35,NEFT,0,
TXN-0000098,ACC-00082,ACC-00020,74577.46,2025-11-23T05:15:21,NEFT,0,
TXN-0000099,ACC-00106,ACC-00352,7116.26,2025-11-16T16:01:41,UPI,0,
TXN-0000100,ACC-00001,ACC-00006,18385.31,2025-12-05T05:01:07,UPI,0,
TXN-0000101,ACC-00056,ACC-00427,376476.51,2025-11-25T17:52:22,IMPS,0,
TXN-0000102,ACC-00076,ACC-00486,19124.49,2025-10-09T17:54:28,IMPS,0,
TXN-0000103,ACC-00038,ACC-00370,136971.48,2025-12-10T06:03:17,UPI,0,
TXN-0000104,ACC-00131,ACC-00329,6764.8,2025-10-23T10:38:33,NEFT,0,
TXN-0000105,ACC-00151,ACC-00135,25089.69,2025-11-15T01:50:40,UPI,0,
TXN-0000106,ACC-00416,ACC-00089,6567.97,2025-12-24T20:53:41,UPI,0,
TXN-0000107,ACC-00148,ACC-00184,19726.94,2025-12-17T19:51:15,IMPS,0,
TXN-0000108,ACC-00218,ACC-00378,164811.0,2025-10-12T06:04:08,UPI,0,
TXN-0000109,ACC-00388,ACC-00455,1621.04,2025-10-05T10:55:45,UPI,0,
TXN-0000110,ACC-00070,ACC-00339,79376.89,2025-12-02T20:04:55,UPI,0,
TXN-0000111,ACC-00183,ACC-00457,55710.51,2025-11-12T11:56:55,ATM,0,
TXN-0000112,ACC-00137,ACC-00449,12463.13,2025-12-11T04:10:19,UPI,0,
TXN-0000113,ACC-00417,ACC-00175,2689.46,2025-10-18T18:06:59,UPI,0,
TXN-0000114,ACC-00204,ACC-00492,41350.22,2025-11-14T07:48:44,UPI,0,
TXN-0000115,ACC-00197,ACC-00353,14001.41,2025-12-22T14:12:30,NEFT,0,
TXN-0000116,ACC-00215,ACC-00332,55205.46,2025-12-26T00:49:05,IMPS,0,
TXN-0000117,ACC-00057,ACC-00067,37772.4,2025-12-07T14:11:36,IMPS,0,
TXN-0000118,ACC-00482,ACC-00432,649009.09,2025-10-16T11:25:05,UPI,0,
TXN-0000119,ACC-00466,ACC-00302,23603.73,2025-11-16T20:42:50,IMPS,0,
TXN-0000120,ACC-00347,ACC-00224,5754.31,2025-10-18T14:22:03,NEFT,0,
TXN-0000121,ACC-00398,ACC-00183,50146.11,2025-11-29T08:34:06,UPI,0,
TXN-0000122,ACC-00350,ACC-00450,53959.77,2025-12-21T09:55:53,IMPS,0,
TXN-0000123,ACC-00456,ACC-00066,419382.07,2025-11-16T21:39:25,RTGS,0,
TXN-0000124,ACC-00057,ACC-00454,163276.48,2025-11-09T22:21:42,NEFT,0,
TXN-0000125,ACC-00032,ACC-00133,69034.93,2025-12-03T14:11:56,UPI,0,
TXN-0000126,ACC-00360,ACC-00444,505824.58,2025-12-05T19:41:19,NEFT,0,
TXN-0000127,ACC-00380,ACC-00295,4273.66,2025-12-10T06:30:52,NEFT,0,
TXN-0000128,ACC-00489,ACC-00342,11480.98,2025-12-24T18:34:19,UPI,0,
TXN-0000129,ACC-00267,ACC-00352,6851.09,2025-12-08T00:28:12,NEFT,0,
TXN-0000130,ACC-00221,ACC-00338,18003.88,2025-12-10T13:13:18,UPI,0,
TXN-0000131,ACC-00177,ACC-00339,3047.16,2025-12-05T15:52:58,NEFT,0,
TXN-0000132,ACC-00076,ACC-00429,113922.28,2025-12-20T05:44:22,NEFT,0,
TXN-0000133,ACC-00313,ACC-00027,24342.99,2025-10-02T03:08:04,NEFT,0,
TXN-0000134,ACC-00080,ACC-00258,2572.28,2025-12-22T09:57:12,NEFT,0,
TXN-0000135,ACC-00253,ACC-00445,5836.91,2025-10-17T01:25:08,UPI,0,
TXN-0000136,ACC-00251,ACC-00164,63852.11,2025-10-24T09:19:07,UPI,0,
TXN-0000137,ACC-00142,ACC-00025,164165.09,2025-11-19T05:13:51,UPI,0,
TXN-0000138,ACC-00329,ACC-00193,1321285.4,2025-11-09T03:42:12,IMPS,0,
TXN-0000139,ACC-00040,ACC-00235,6885666.15,2025-11-13T03:02:06,IMPS,0,
TXN-0000140,ACC-00229,ACC-00045,76568.19,2025-12-23T03:59:51,NEFT,0,
TXN-0000141,ACC-00161,ACC-00060,6117.03,2025-11-18T06:57:50,IMPS,0,
TXN-0000142,ACC-00009,ACC-00052,782.36,2025-11-09T04:04:57,NEFT,0,
TXN-0000143,ACC-00285,ACC-00281,58799.03,2025-10-01T00:23:43,IMPS,0,
TXN-0000144,ACC-00405,ACC-00309,8406.04,2025-11-30T02:31:43,NEFT,0,
TXN-0000145,ACC-00455,ACC-00260,17194.71,2025-11-24T14:19:47,UPI,0,
TXN-0000146,ACC-00343,ACC-00233,12066.95,2025-11-03T02:14:52,UPI,0,
TXN-0000147,ACC-00027,ACC-00418,28185.88,2025-10-22T15:26:12,IMPS,0,
TXN-0000148,ACC-00169,ACC-00286,247400.66,2025-12-14T12:12:35,NEFT,0,
TXN-0000149,ACC-00242,ACC-00366,48179.43,2025-12-03T19:18:38,UPI,0,
TXN-0000150,ACC-00231,ACC-00058,27294.96,2025-10-10T11:02:40,IMPS,0,
TXN-0000151,ACC-00113,ACC-00001,5629.77,2025-11-03T03:25:11,UPI,0,
TXN-0000152,ACC-00324,ACC-00493,1782.14,2025-12-17T15:55:54,UPI,0,
TXN-0000153,ACC-00267,ACC-00191,15133.19,2025-12-08T04:00:08,UPI,0,
TXN-0000154,ACC-00459,ACC-00084,32964.66,2025-11-17T19:25:36,UPI,0,
TXN-0000155,ACC-00367,ACC-00380,875257.88,2025-12-10T01:21:16,NEFT,0,
TXN-0000156,ACC-00130,ACC-00312,45912.57,2025-10-20T00:31:48,UPI,0,
TXN-0000157,ACC-00476,ACC-00436,212975.22,2025-11-08T03:30:54,UPI,0,
TXN-0000158,ACC-00422,ACC-00400,14783.51,2025-10-19T12:04:50,IMPS,0,
TXN-0000159,ACC-00055,ACC-00387,4303.14,2025-11-10T05:47:09,UPI,0,
TXN-0000160,ACC-00324,ACC-00428,6391.92,2025-12-05T06:12:13,NEFT,0,
TXN-0000161,ACC-00395,ACC-00456,9843.76,2025-11-13T17:45:06,NEFT,0,
TXN-0000162,ACC-00301,ACC-00489,1674869.01,2025-11-18T22:51:55,UPI,0,
TXN-0000163,ACC-00255,ACC-00002,8279.22,2025-11-21T11:50:18,IMPS,0,
TXN-0000164,ACC-00283,ACC-00478,164272.28,2025-11-12T00:31:16,IMPS,0,
TXN-0000165,ACC-00247,ACC-00473,7149.02,2025-11-19T08:30:05,IMPS,0,
TXN-0000166,ACC-00466,ACC-00090,194236.43,2025-12-07T04:03:07,NEFT,0,
TXN-0000167,ACC-00374,ACC-00417,72613.91,2025-10-13T11:09:04,UPI,0,
TXN-0000168,ACC-00336,ACC-00307,27393.25,2025-11-28T20:27:25,RTGS,0,
TXN-0000169,ACC-00258,ACC-00451,33746.35,2025-11-07T08:19:44,NEFT,0,
TXN-0000170,ACC-00311,ACC-00468,11174.42,2025-12-07T05:40:41,IMPS,0,
TXN-0000171,ACC-00140,ACC-00203,81058.79,2025-11-03T06:55:08,ATM,0,
TXN-0000172,ACC-00231,ACC-00412,16010.98,2025-10-13T22:46:44,UPI,0,
TXN-0000173,ACC-00308,ACC-00358,3999.44,2025-12-26T01:32:51,IMPS,0,
TXN-0000174,ACC-00153,ACC-00431,3639.9,2025-12-08T02:36:00,NEFT,0,
TXN-0000175,ACC-00160,ACC-00364,49546.07,2025-12-11T12:54:42,RTGS,0,
TXN-0000176,ACC-00323,ACC-00111,623038.92,2025-10-20T12:06:19,UPI,0,
TXN-0000177,ACC-00365,ACC-00148,48435.34,2025-12-06T15:55:13,UPI,0,
TXN-0000178,ACC-00344,ACC-00067,29332.49,2025-12-08T23:20:37,IMPS,0,
TXN-0000179,ACC-00490,ACC-00091,60747.85,2025-11-18T22:09:24,NEFT,0,
TXN-0000180,ACC-00326,ACC-00165,381094.68,2025-12-08T23:14:30,UPI,0,
TXN-0000181,ACC-00180,ACC-00287,53900.15,2025-11-16T15:20:34,NEFT,0,
TXN-0000182,ACC-00482,ACC-00341,17332.37,2025-12-08T22:42:28,NEFT,0,
TXN-0000183,ACC-00382,ACC-00457,266018.11,2025-12-21T16:34:45,NEFT,0,
TXN-0000184,ACC-00449,ACC-00433,78571.29,2025-11-11T00:13:53,IMPS,0,
TXN-0000185,ACC-00267,ACC-00054,576286.83,2025-10-03T10:53:18,UPI,0,
TXN-0000186,ACC-00027,ACC-00343,50504.72,2025-10-06T11:53:55,UPI,0,
TXN-0000187,ACC-00384,ACC-00402,4007.63,2025-10-16T15:00:23,ATM,0,
TXN-0000188,ACC-00349,ACC-00128,3094.29,2025-10-15T05:12:10,IMPS,0,
TXN-0000189,ACC-00353,ACC-00401,709042.17,2025-10-29T15:43:38,UPI,0,
TXN-0000190,ACC-00277,ACC-00016,808227.05,2025-11-04T19:47:26,IMPS,0,
TXN-0000191,ACC-00052,ACC-00315,26287.94,2025-12-24T06:40:08,IMPS,0,
TXN-0000192,ACC-00287,ACC-00442,18219.78,2025-10-22T18:40:26,IMPS,0,
TXN-0000193,ACC-00287,ACC-00199,504135.18,2025-10-24T01:38:15,NEFT,0,
TXN-0000194,ACC-00407,ACC-00408,4950.87,2025-12-07T14:05:49,UPI,0,
TXN-0000195,ACC-00340,ACC-00024,7255.33,2025-12-29T22:51:57,UPI,0,
TXN-0000196,ACC-00213,ACC-00489,115611.21,2025-12-16T12:25:58,ATM,0,
TXN-0000197,ACC-00160,ACC-00494,17849.14,2025-11-23T14:32:36,UPI,0,
TXN-0000198,ACC-00380,ACC-00128,35982.24,2025-10-20T17:13:39,NEFT,0,
TXN-0000199,ACC-00399,ACC-00440,27059.75,2025-12-24T11:31:19,NEFT,0,
TXN-0000200,ACC-00115,ACC-00466,66678.26,2025-12-01T12:50:03,IMPS,0,
TXN-0000201,ACC-00331,ACC-00188,457470.35,2025-12-13T07:31:42,NEFT,0,
TXN-0000202,ACC-00378,ACC-00308,42746.94,2025-10-20T01:48:22,IMPS,0,
TXN-0000203,ACC-00493,ACC-00099,115738.64,2025-10-29T13:29:01,NEFT,0,
TXN-0000204,ACC-00349,ACC-00038,906.59,2025-10-19T03:41:13,ATM,0,
TXN-0000205,ACC-00376,ACC-00263,33266.52,2025-10-12T14:06:52,UPI,0,
TXN-0000206,ACC-00219,ACC-00142,7960.01,2025-11-24T00:58:07,UPI,0,
TXN-0000207,ACC-00082,ACC-00299,4048.64,2025-12-22T03:21:21,UPI,0,
TXN-0000208,ACC-00169,ACC-00238,7475.05,2025-12-08T21:41:45,RTGS,0,
TXN-0000209,ACC-00020,ACC-00078,19902.05,2025-11-01T07:46:56,NEFT,0,
TXN-0000210,ACC-00396,ACC-00477,188834.18,2025-11-30T17:12:35,NEFT,0,
TXN-0000211,ACC-00338,ACC-00154,3335.88,2025-11-17T15:03:59,IMPS,0,
TXN-0000212,ACC-00281,ACC-00183,38374.05,2025-10-08T01:49:28,IMPS,0,
TXN-0000213,ACC-00162,ACC-00269,15191.56,2025-10-22T08:32:55,ATM,0,
TXN-0000214,ACC-00266,ACC-00034,20134.47,2025-12-16T08:06:52,NEFT,0,
TXN-0000215,ACC-00212,ACC-00278,220789.29,2025-11-22T03:23:04,NEFT,0,
TXN-0000216,ACC-00178,ACC-00113,95665.0,2025-12-25T18:27:48,UPI,0,
TXN-0000217,ACC-00169,ACC-00184,403251.85,2025-10-29T12:04:40,UPI,0,
TXN-0000218,ACC-00385,ACC-00316,27498.58,2025-11-21T12:09:07,NEFT,0,
TXN-0000219,ACC-00287,ACC-00421,10376.55,2025-12-13T00:35:55,ATM,0,
TXN-0000220,ACC-00004,ACC-00058,24271.4,2025-12-04T22:44:22,UPI,0,
TXN-0000221,ACC-00123,ACC-00463,56190.01,2025-12-02T08:35:03,NEFT,0,
TXN-0000222,ACC-00318,ACC-00124,49902.78,2025-10-04T20:55:14,IMPS,0,
TXN-0000223,ACC-00164,ACC-00195,5156.95,2025-12-28T22:16:38,IMPS,0,
TXN-0000224,ACC-00058,ACC-00197,42739.62,2025-10-25T21:53:57,NEFT,0,
TXN-0000225,ACC-00144,ACC-00012,54765.24,2025-12-28T11:33:59,NEFT,0,
TXN-0000226,ACC-00394,ACC-00191,3373472.77,2025-11-19T22:25:37,IMPS,0,
TXN-0000227,ACC-00228,ACC-00249,1064824.23,2025-10-05T06:10:54,UPI,0,
TXN-0000228,ACC-00333,ACC-00098,7817.83,2025-11-01T02:22:58,NEFT,0,
TXN-0000229,ACC-00485,ACC-00049,21648.9,2025-10-17T06:03:29,ATM,0,
TXN-0000230,ACC-00395,ACC-00275,2606.61,2025-11-21T18:27:34,UPI,0,
TXN-0000231,ACC-00033,ACC-00107,12540.61,2025-12-05T01:59:38,NEFT,0,
TXN-0000232,ACC-00109,ACC-00442,64092.91,2025-12-06T13:06:35,NEFT,0,
TXN-0000233,ACC-00053,ACC-00105,318232.18,2025-11-22T05:03:29,IMPS,0,
TXN-0000234,ACC-00449,ACC-00499,9775.64,2025-12-11T23:31:44,IMPS,0,
TXN-0000235,ACC-00331,ACC-00418,11187.32,2025-10-08T00:03:10,IMPS,0,
TXN-0000236,ACC-00078,ACC-00012,761.19,2025-11-14T14:04:20,IMPS,0,
TXN-0000237,ACC-00019,ACC-00044,27097.62,2025-10-08T02:40:49,UPI,0,
TXN-0000238,ACC-00406,ACC-00128,5365.01,2025-11-24T04:25:49,UPI,0,
TXN-0000239,ACC-00420,ACC-00116,14002.75,2025-12-28T10:45:09,UPI,0,
TXN-0000240,ACC-00198,ACC-00230,7492.45,2025-12-01T04:30:45,NEFT,0,
TXN-0000241,ACC-00161,ACC-00008,30648.14,2025-11-07T19:36:18,IMPS,0,
TXN-0000242,ACC-00273,ACC-00003,1534.7,2025-12-02T06:37:23,IMPS,0,
TXN-0000243,ACC-00032,ACC-00387,2589.76,2025-12-12T10:11:30,NEFT,0,
TXN-0000244,ACC-00358,ACC-00434,1677214.27,2025-10-08T01:08:44,UPI,0,
TXN-0000245,ACC-00257,ACC-00054,3578.29,2025-10-29T03:22:05,IMPS,0,
TXN-0000246,ACC-00154,ACC-00310,5043.15,2025-10-09T09:34:18,UPI,0,
TXN-0000247,ACC-00474,ACC-00224,990974.77,2025-11-07T00:45:28,UPI,0,
TXN-0000248,ACC-00338,ACC-00015,6777513.86,2025-11-16T00:28:16,UPI,0,
TXN-0000249,ACC-00112,ACC-00069,4408.02,2025-12-12T12:03:45,UPI,0,
TXN-0000250,ACC-00408,ACC-00434,18716.33,2025-11-22T23:37:48,UPI,0,
TXN-0000251,ACC-00324,ACC-00073,67157.78,2025-10-29T22:31:19,IMPS,0,
TXN-0000252,ACC-00468,ACC-00494,815580.79,2025-12-17T04:31:26,RTGS,0,
TXN-0000253,ACC-00331,ACC-00191,6146.62,2025-10-02T01:58:54,NEFT,0,
TXN-0000254,ACC-00284,ACC-00072,23353.45,2025-10-12T23:09:31,UPI,0,
TXN-0000255,ACC-00293,ACC-00305,147149.98,2025-11-08T06:16:36,NEFT,0,
TXN-0000256,ACC-00484,ACC-00043,79425.83,2025-10-30T13:58:54,UPI,0,
TXN-0000257,ACC-00379,ACC-00462,18451.83,2025-12-10T11:33:23,UPI,0,
TXN-0000258,ACC-00211,ACC-00463,28541.62,2025-12-02T17:07:46,RTGS,0,
TXN-0000259,ACC-00072,ACC-00082,3056.99,2025-10-18T20:44:02,UPI,0,
TXN-0000260,ACC-00427,ACC-00129,23653.99,2025-10-19T20:48:46,UPI,0,
TXN-0000261,ACC-00343,ACC-00409,22482.73,2025-11-25T01:53:15,RTGS,0,
TXN-0000262,ACC-00435,ACC-00384,55155.17,2025-11-23T06:54:56,NEFT,0,
TXN-0000263,ACC-00281,ACC-00037,13365.22,2025-10-29T05:16:11,IMPS,0,
TXN-0000264,ACC-00128,ACC-00050,84860.95,2025-10-20T04:00:58,IMPS,0,
TXN-0000265,ACC-00249,ACC-00487,224782.48,2025-11-02T02:56:18,UPI,0,
TXN-0000266,ACC-00343,ACC-00335,48039.21,2025-10-23T18:30:04,UPI,0,
TXN-0000267,ACC-00317,ACC-00035,68402.29,2025-12-27T09:25:42,UPI,0,
TXN-0000268,ACC-00248,ACC-00230,39961.81,2025-11-01T21:06:06,NEFT,0,
TXN-0000269,ACC-00156,ACC-00355,36321.02,2025-11-26T17:12:52,UPI,0,
TXN-0000270,ACC-00290,ACC-00186,9908.97,2025-12-18T10:04:36,UPI,0,
TXN-0000271,ACC-00219,ACC-00086,64195.58,2025-10-01T11:15:32,UPI,0,
TXN-0000272,ACC-00402,ACC-00113,30481.77,2025-12-09T03:32:39,IMPS,0,
TXN-0000273,ACC-00223,ACC-00141,1571754.32,2025-12-21T13:35:53,UPI,0,
TXN-0000274,ACC-00347,ACC-00375,616638.87,2025-11-02T04:35:51,RTGS,0,
TXN-0000275,ACC-00236,ACC-00228,72731.06,2025-11-04T19:55:42,IMPS,0,
TXN-0000276,ACC-00249,ACC-00282,9195.75,2025-10-11T13:35:54,UPI,0,
TXN-0000277,ACC-00310,ACC-00041,4903.28,2025-12-21T17:31:11,UPI,0,
TXN-0000278,ACC-00423,ACC-00071,309916.23,2025-12-26T12:52:21,NEFT,0,
TXN-0000279,ACC-00134,ACC-00375,58276.17,2025-12-26T01:18:43,NEFT,0,
TXN-0000280,ACC-00372,ACC-00038,86185.58,2025-12-26T14:45:20,UPI,0,
TXN-0000281,ACC-00259,ACC-00323,1571.44,2025-10-04T00:41:16,IMPS,0,
TXN-0000282,ACC-00296,ACC-00207,192796.26,2025-12-14T16:21:59,NEFT,0,
TXN-0000283,ACC-00464,ACC-00018,82286.03,2025-11-23T13:18:25,UPI,0,
TXN-0000284,ACC-00457,ACC-00276,4920.79,2025-11-15T20:04:54,IMPS,0,
TXN-0000285,ACC-00076,ACC-00187,15541.29,2025-11-08T02:35:14,UPI,0,
TXN-0000286,ACC-00395,ACC-00301,58377.8,2025-12-11T04:32:32,RTGS,0,
TXN-0000287,ACC-00068,ACC-00237,39912.32,2025-11-18T15:42:05,NEFT,0,
TXN-0000288,ACC-00203,ACC-00186,21463.13,2025-11-18T18:08:04,UPI,0,
TXN-0000289,ACC-00122,ACC-00434,30143.4,2025-12-18T07:22:28,ATM,0,
TXN-0000290,ACC-00350,ACC-00084,23073.52,2025-12-13T12:25:04,NEFT,0,
TXN-0000291,ACC-00228,ACC-00081,47791.95,2025-10-18T09:26:18,NEFT,0,
